report_date,meduzot_beach_name,source,species,intensity,actual,model_beach_id,model_beach_name,jellyfishnet_probability,jellyfishnet_yes_no,jellyfishnet_error,baseline_probability,baseline_yes_no,baseline_error
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6045823097229004,Yes,,0.6914801597595215,Yes,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2969262897968292,No,,0.34646642208099365,No,
2024-07-06,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.44321632385253906,No,,0.4190647304058075,No,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.48753052949905396,No,,0.5434271693229675,Yes,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6056557893753052,Yes,,0.8278482556343079,Yes,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,12,Gaash-Natanya,0.5379687547683716,Yes,,0.498672753572464,No,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14713774621486664,No,,0.16864608228206635,No,
2024-07-06,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.37126126885414124,No,,0.6286221146583557,Yes,
2024-07-06,,citizen_science_occurrence,Rhopilema nomadica,Few,1,1,Nahariya-Rosh Hniqra,0.3143875002861023,No,,0.22621504962444305,No,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.4556146264076233,No,,0.5043907165527344,Yes,
2024-07-06,,citizen_science_occurrence,Rhopilema nomadica,Few,1,8,Jisr a zarqa-Dor,0.5839672684669495,Yes,,0.9576741456985474,Yes,
2024-07-06,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.14569705724716187,No,,0.23514948785305023,No,
2024-07-07,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6068354249000549,Yes,,0.6959558725357056,Yes,
2024-07-07,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.4412956237792969,No,,0.42422592639923096,No,
2024-07-07,,citizen_science_occurrence,Rhopilema nomadica,Few,1,1,Nahariya-Rosh Hniqra,0.31165868043899536,No,,0.22771604359149933,No,
2024-07-07,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6037216186523438,Yes,,0.8304377794265747,Yes,
2024-07-07,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2982937693595886,No,,0.3493158221244812,No,
2024-07-07,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.49488240480422974,No,,0.5485076308250427,Yes,
2024-07-07,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.5985865592956543,Yes,,0.8454074859619141,Yes,
2024-07-07,,citizen_science_occurrence,Cnidaria,,1,18,Ashdod-Palmahim,0.41613778471946716,No,,0.6337368488311768,Yes,
2024-07-08,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6032642126083374,Yes,,0.8366512060165405,Yes,
2024-07-08,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.42515644431114197,No,,0.43355047702789307,No,
2024-07-08,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.14228607714176178,No,,0.2395714819431305,No,
2024-07-08,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2818358540534973,No,,0.3554105758666992,No,
2024-07-08,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.2959900498390198,No,,0.23077385127544403,No,
2024-07-08,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.41588422656059265,No,,0.5581069588661194,Yes,
2024-07-08,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.15341457724571228,No,,0.2930693030357361,No,
2024-07-09,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.1531931310892105,No,,0.2621358036994934,No,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,18,Ashdod-Palmahim,0.30380669236183167,No,,0.6106414794921875,Yes,
2024-07-09,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.4113366901874542,No,,0.39665487408638,No,
2024-07-09,,citizen_science_occurrence,Aurelia,Few,1,10,Michmoret-Hadera,0.3844487965106964,No,,0.47464630007743835,No,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.42984700202941895,No,,0.5189799666404724,Yes,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5954664945602417,Yes,,0.6730464100837708,Yes,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-09,,,No data found for beach 20 on 2024-07-09
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6029354929924011,Yes,,0.8162577152252197,Yes,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.5976397395133972,Yes,,0.8341675400733948,Yes,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.14145228266716003,No,,0.2077600508928299,No,
2024-07-09,,citizen_science_occurrence,Cnidaria,,1,12,Gaash-Natanya,0.4563433825969696,No,,0.4739364981651306,No,
2024-07-09,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.2788204848766327,No,,0.3206583261489868,No,
2024-07-10,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.41304460167884827,No,,0.391539990901947,No,
2024-07-10,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.2851787209510803,No,,0.6061305403709412,Yes,
2024-07-10,,citizen_science_occurrence,Mnemiopsis Leidyi,Few,1,7,Dor-Atlit,0.14094947278499603,No,,0.199957937002182,No,
2024-07-10,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.44210460782051086,No,,0.5145158767700195,Yes,
2024-07-10,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.5988285541534424,Yes,,0.8335884213447571,Yes,
2024-07-10,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6072484254837036,Yes,,0.6716734766960144,Yes,
2024-07-10,,citizen_science_occurrence,Rhopilema nomadica,Few,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-10,,,No data found for beach 20 on 2024-07-10
2024-07-10,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.278441458940506,No,,0.31863802671432495,No,
2024-07-10,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.20583823323249817,No,,0.28113430738449097,No,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.3994525074958801,No,,0.49071717262268066,No,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14636611938476562,No,,0.1572597175836563,No,
2024-07-11,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.4365795850753784,No,,0.5348133444786072,Yes,
2024-07-11,,citizen_science_occurrence,Rhopilema nomadica,Few,1,6,Atlit-Tira,0.2021406590938568,No,,0.2992095351219177,No,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6037575006484985,Yes,,0.8289839625358582,Yes,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6141592264175415,Yes,,0.6940683722496033,Yes,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.29184216260910034,No,,0.21096569299697876,No,
2024-07-11,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2743397355079651,No,,0.33805325627326965,No,
2024-07-11,,citizen_science_occurrence,Rhopilema nomadica,Some,1,8,Jisr a zarqa-Dor,0.5998080372810364,Yes,,0.9616464972496033,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.2470361888408661,No,,0.5899386405944824,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.3956329822540283,No,,0.5044301748275757,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Some,1,1,Nahariya-Rosh Hniqra,0.2928992807865143,No,,0.19128794968128204,No,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.5954642295837402,Yes,,0.8321812748908997,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6040324568748474,Yes,,0.812821090221405,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Some,1,3,Kiryat Yam-Acco,0.2723390460014343,No,,0.31215596199035645,No,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.14590205252170563,No,,0.14178241789340973,No,
2024-07-12,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6173834800720215,Yes,,0.6712876558303833,Yes,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.4003174901008606,No,,0.46136000752449036,No,
2024-07-12,,citizen_science_occurrence,Cnidaria,Few,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-12,,,No data found for beach 20 on 2024-07-12
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,8,Jisr a zarqa-Dor,0.6043675541877747,Yes,,0.9646691083908081,Yes,
2024-07-12,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.32447105646133423,No,,0.4404042065143585,No,
2024-07-12,,citizen_science_occurrence,Rhopilema nomadica,Few,1,12,Gaash-Natanya,0.5075806975364685,Yes,,0.4674719274044037,No,
2024-07-12,,citizen_science_occurrence,Cnidaria,,1,2,Acco-Nahariyah,0.15109765529632568,No,,0.25659602880477905,No,
2024-07-12,,citizen_science_occurrence,Phyllorhiza punctata,Few,1,19,Ashkelon-Ashdod,0.14331285655498505,No,,0.4495280981063843,No,
2024-07-12,,citizen_science_occurrence,Cnidaria,Few,1,6,Atlit-Tira,0.1997399479150772,No,,0.27490803599357605,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.3433134853839874,No,,0.5078351497650146,Yes,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Some,1,14,Tel Aviv-Herzlia,0.6231025457382202,Yes,,0.678770124912262,Yes,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.41132721304893494,No,,0.3853421211242676,No,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.23633204400539398,No,,0.5918942093849182,Yes,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.26234471797943115,No,,0.3183692693710327,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.29449063539505005,No,,0.19291278719902039,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14050833880901337,No,,0.1438375860452652,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.1340540647506714,No,,0.19097666442394257,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.1930709034204483,No,,0.2781415283679962,No,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Some,1,10,Michmoret-Hadera,0.39929863810539246,No,,0.46497538685798645,No,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,8,Jisr a zarqa-Dor,0.6041788458824158,Yes,,0.971774160861969,Yes,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Some,1,13,Herzlia-Gaash,0.6021507382392883,Yes,,0.8158153295516968,Yes,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.5937132835388184,Yes,,0.8361294269561768,Yes,
2024-07-13,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.3442700505256653,No,,0.4442736506462097,No,
2024-07-13,,citizen_science_occurrence,Rhopilema nomadica,Few,1,19,Ashkelon-Ashdod,0.1444305181503296,No,,0.4518931806087494,No,
2024-07-14,,citizen_science_occurrence,Aurelia,Few,1,14,Tel Aviv-Herzlia,0.6250350475311279,Yes,,0.6825054883956909,Yes,
2024-07-14,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3004988133907318,No,,0.1913740485906601,No,
2024-07-14,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.600959300994873,Yes,,0.816516101360321,Yes,
2024-07-14,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,7,Dor-Atlit,0.13204379379749298,No,,0.1907854527235031,No,
2024-07-14,,citizen_science_occurrence,Rhopilema nomadica,Some,1,3,Kiryat Yam-Acco,0.2539074420928955,No,,0.3208939731121063,No,
2024-07-14,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.13927572965621948,No,,0.14340607821941376,No,
2024-07-14,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.3466678559780121,No,,0.507042646408081,Yes,
2024-07-14,,citizen_science_occurrence,Rhopilema nomadica,Some,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-14,,,No data found for beach 20 on 2024-07-14
2024-07-14,,citizen_science_occurrence,Aurelia,Some,1,9,Hadera-Jisr a zarqa,0.5887949466705322,Yes,,0.8374447822570801,Yes,
2024-07-14,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.37000054121017456,No,,0.44400474429130554,No,
2024-07-15,,citizen_science_occurrence,Rhopilema nomadica,,1,4,Shiqmona-Kiryat yam,0.1372198909521103,No,,0.15177638828754425,No,
2024-07-15,,citizen_science_occurrence,Rhopilema nomadica,Some,1,11,Natanya-Michmoret,0.39648038148880005,No,,0.46130579710006714,No,
2024-07-15,,citizen_science_occurrence,Rhopilema nomadica,Few,1,16,Rishon-Jaffa,0.41886067390441895,No,,0.40186211466789246,No,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6007201075553894,Yes,,0.8278989791870117,Yes,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6251038312911987,Yes,,0.7009533643722534,Yes,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3065073490142822,No,,0.1998656839132309,No,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,19,Ashkelon-Ashdod,0.14689315855503082,No,,0.4646228849887848,No,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2543661892414093,No,,0.33772850036621094,No,
2024-07-15,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.36609673500061035,No,,0.5250070691108704,Yes,
2024-07-15,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.2333754599094391,No,,0.6040902137756348,Yes,
2024-07-15,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.1298641562461853,No,,0.2015708088874817,No,
2024-07-15,,citizen_science_occurrence,Beroe ovata,Few,1,10,Michmoret-Hadera,0.41959434747695923,No,,0.480406254529953,No,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.40699246525764465,No,,0.505150556564331,Yes,
2024-07-16,,citizen_science_occurrence,Rhopilema nomadica,Few,1,16,Rishon-Jaffa,0.4262862801551819,No,,0.3821354806423187,No,
2024-07-16,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6014140248298645,Yes,,0.8170570731163025,Yes,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.43076199293136597,No,,0.4588102698326111,No,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6287299990653992,Yes,,0.6856265664100647,Yes,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.18086795508861542,No,,0.2739185690879822,No,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.12996596097946167,No,,0.18730203807353973,No,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-16,,,No data found for beach 20 on 2024-07-16
2024-07-16,,citizen_science_occurrence,Rhopilema nomadica,Some,1,3,Kiryat Yam-Acco,0.2607311010360718,No,,0.31885719299316406,No,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.5902889370918274,Yes,,0.8404101133346558,Yes,
2024-07-16,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.32055073976516724,No,,0.1848699152469635,No,
2024-07-16,,citizen_science_occurrence,Phyllorhiza punctata,,1,18,Ashdod-Palmahim,0.24371924996376038,No,,0.5816096067428589,Yes,
2024-07-17,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.43241459131240845,No,,0.40191182494163513,No,
2024-07-17,,citizen_science_occurrence,Rhopilema nomadica,Few,1,7,Dor-Atlit,0.12983693182468414,No,,0.19850431382656097,No,
2024-07-17,,citizen_science_occurrence,Rhopilema nomadica,,1,6,Atlit-Tira,0.1781824380159378,No,,0.28971102833747864,No,
2024-07-17,,citizen_science_occurrence,Pelagia noctiluca,Few,1,11,Natanya-Michmoret,0.44213226437568665,No,,0.4579341411590576,No,
2024-07-17,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3262544274330139,No,,0.1955847442150116,No,
2024-07-17,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.443362295627594,No,,0.4783083498477936,No,
2024-07-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.4546692669391632,No,,0.4765576422214508,No,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6023283004760742,Yes,,0.8306471705436707,Yes,
2024-07-18,,citizen_science_occurrence,Rhopilema nomadica,Some,1,1,Nahariya-Rosh Hniqra,0.3282274603843689,No,,0.19340923428535461,No,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.17380939424037933,No,,0.28844791650772095,No,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.13654570281505585,No,,0.14823533594608307,No,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-18,,,No data found for beach 20 on 2024-07-18
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6272613406181335,Yes,,0.7062718272209167,Yes,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.12970852851867676,No,,0.1965765506029129,No,
2024-07-18,,citizen_science_occurrence,Cnidaria,,1,18,Ashdod-Palmahim,0.25268691778182983,No,,0.5943559408187866,Yes,
2024-07-19,,citizen_science_occurrence,Phyllorhiza punctata,Few,1,15,Jaffa-Tel Aviv,0.47314953804016113,No,,0.52168869972229,Yes,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3271348476409912,No,,0.18748366832733154,No,
2024-07-19,,citizen_science_occurrence,Mnemiopsis Leidyi,Few,1,4,Shiqmona-Kiryat yam,0.13568316400051117,No,,0.14399835467338562,No,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6027054190635681,Yes,,0.8281938433647156,Yes,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2699568271636963,No,,0.329650342464447,No,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-19,,,No data found for beach 20 on 2024-07-19
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.4640326499938965,No,,0.46898773312568665,No,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6271374225616455,Yes,,0.7029997706413269,Yes,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.12918344140052795,No,,0.1910122185945511,No,
2024-07-19,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.16624365746974945,No,,0.28255173563957214,No,
2024-07-20,,citizen_science_occurrence,Phyllorhiza punctata,Some,1,16,Rishon-Jaffa,0.44608020782470703,No,,0.37751010060310364,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6028936505317688,Yes,,0.8187877535820007,Yes,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.32458290457725525,No,,0.1747938096523285,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,2,Acco-Nahariyah,0.1948879361152649,No,,0.26626327633857727,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.49218517541885376,No,,0.5038744211196899,Yes,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2718237340450287,No,,0.313018262386322,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6255940198898315,Yes,,0.6894438862800598,Yes,
2024-07-20,,citizen_science_occurrence,Phyllorhiza punctata,Few,1,4,Shiqmona-Kiryat yam,0.13530148565769196,No,,0.1341726928949356,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.12887965142726898,No,,0.17830799520015717,No,
2024-07-20,,citizen_science_occurrence,Cnidaria,,1,19,Ashkelon-Ashdod,0.18238691985607147,No,,0.4235413670539856,No,
2024-07-20,,citizen_science_occurrence,Mnemiopsis Leidyi,Some,1,8,Jisr a zarqa-Dor,0.6148308515548706,Yes,,0.9801263213157654,Yes,
2024-07-21,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.12773416936397552,No,,0.18367667496204376,No,
2024-07-21,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6019741892814636,Yes,,0.8271968364715576,Yes,
2024-07-21,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3241616189479828,No,,0.18037989735603333,No,
2024-07-21,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.5901856422424316,Yes,,0.852472722530365,Yes,
2024-07-21,,citizen_science_occurrence,Rhopilema nomadica,Few,1,16,Rishon-Jaffa,0.45033779740333557,No,,0.388709157705307,No,
2024-07-21,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.5050651431083679,Yes,,0.5164077281951904,Yes,
2024-07-21,,citizen_science_occurrence,Cnidaria,,1,19,Ashkelon-Ashdod,0.18133029341697693,No,,0.43248844146728516,No,
2024-07-21,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.1329108327627182,No,,0.138906329870224,No,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6015689373016357,Yes,,0.8307957649230957,Yes,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.5361223816871643,Yes,,0.5205060243606567,Yes,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.130104199051857,No,,0.13976338505744934,No,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3264736235141754,No,,0.181356281042099,No,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6380765438079834,Yes,,0.7071463465690613,Yes,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.489326149225235,No,,0.4634094834327698,No,
2024-07-22,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.25992950797080994,No,,0.3256685733795166,No,
2024-07-23,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.490760862827301,No,,0.3894442915916443,No,
2024-07-23,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6010016798973083,Yes,,0.8309347033500671,Yes,
2024-07-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.5671839118003845,Yes,,0.518174946308136,Yes,
2024-07-23,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.1760837286710739,No,,0.2773746848106384,No,
2024-07-23,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6440243721008301,Yes,,0.7072692513465881,Yes,
2024-07-24,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.5225785970687866,Yes,,0.408200204372406,No,
2024-07-24,,citizen_science_occurrence,Mnemiopsis Leidyi,Few,1,7,Dor-Atlit,0.12396053969860077,No,,0.18994686007499695,No,
2024-07-24,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.33067429065704346,No,,0.18978802859783173,No,
2024-07-24,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.5900877118110657,Yes,,0.5378281474113464,Yes,
2024-07-24,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.12608838081359863,No,,0.1462358683347702,No,
2024-07-24,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6019201278686523,Yes,,0.843303918838501,Yes,
2024-07-25,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.5259684324264526,Yes,,0.41413867473602295,No,
2024-07-25,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6015639305114746,Yes,,0.8480890393257141,Yes,
2024-07-25,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6497624516487122,Yes,,0.7320336699485779,Yes,
2024-07-25,,citizen_science_occurrence,Cnidaria,,1,19,Ashkelon-Ashdod,0.18746700882911682,No,,0.4465909004211426,No,
2024-07-26,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.6134966015815735,Yes,,0.5499177575111389,Yes,
2024-07-26,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6013127565383911,Yes,,0.8526888489723206,Yes,
2024-07-26,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.1261531561613083,No,,0.15060944855213165,No,
2024-07-26,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6485064029693604,Yes,,0.7378474473953247,Yes,
2024-07-26,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.5974307060241699,Yes,,0.8761425018310547,Yes,
